name,id,hp,number,images,types,nationalPokedexNumbers
Grotle,bw8-2,100.0,2,"{'small': 'https://images.pokemontcg.io/bw8/2.png', 'large': 'https://images.pokemontcg.io/bw8/2_hires.png'}",['Grass'],[388]
Vileplume,xy7-3,130.0,3,"{'small': 'https://images.pokemontcg.io/xy7/3.png', 'large': 'https://images.pokemontcg.io/xy7/3_hires.png'}",['Grass'],[45]
Charmander,sm75-1,70.0,1,"{'small': 'https://images.pokemontcg.io/sm75/1.png', 'large': 'https://images.pokemontcg.io/sm75/1_hires.png'}",['Fire'],[4]
Dark Electrode,ex7-4,70.0,4,"{'small': 'https://images.pokemontcg.io/ex7/4.png', 'large': 'https://images.pokemontcg.io/ex7/4_hires.png'}","['Lightning', 'Darkness']",[101]
Roselia,swsh1-3,70.0,3,"{'small': 'https://images.pokemontcg.io/swsh1/3.png', 'large': 'https://images.pokemontcg.io/swsh1/3_hires.png'}",['Grass'],[315]
Tangela,xy5-4,80.0,4,"{'small': 'https://images.pokemontcg.io/xy5/4.png', 'large': 'https://images.pokemontcg.io/xy5/4_hires.png'}",['Grass'],[114]
Flareon δ,ex11-5,70.0,5,"{'small': 'https://images.pokemontcg.io/ex11/5.png', 'large': 'https://images.pokemontcg.io/ex11/5_hires.png'}","['Fire', 'Metal']",[136]
Gengar,base3-5,80.0,5,"{'small': 'https://images.pokemontcg.io/base3/5.png', 'large': 'https://images.pokemontcg.io/base3/5_hires.png'}",['Psychic'],[94]
Ariados,ex10-2,70.0,2,"{'small': 'https://images.pokemontcg.io/ex10/2.png', 'large': 'https://images.pokemontcg.io/ex10/2_hires.png'}",['Grass'],[168]
Bellossom,xy7-4,120.0,4,"{'small': 'https://images.pokemontcg.io/xy7/4.png', 'large': 'https://images.pokemontcg.io/xy7/4_hires.png'}",['Grass'],[182]
Dialga,pl1-5,100.0,5,"{'small': 'https://images.pokemontcg.io/pl1/5.png', 'large': 'https://images.pokemontcg.io/pl1/5_hires.png'}",['Metal'],[483]
Electabuzz,basep-2,60.0,2,"{'small': 'https://images.pokemontcg.io/basep/2.png', 'large': 'https://images.pokemontcg.io/basep/2_hires.png'}",['Lightning'],[125]
Jirachi,hgss2-1,60.0,1,"{'small': 'https://images.pokemontcg.io/hgss2/1.png', 'large': 'https://images.pokemontcg.io/hgss2/1_hires.png'}",['Psychic'],[385]
Pikachu,basep-1,60.0,1,"{'small': 'https://images.pokemontcg.io/basep/1.png', 'large': 'https://images.pokemontcg.io/basep/1_hires.png'}",['Lightning'],[25]
Chimecho δ,pop4-1,60.0,1,"{'small': 'https://images.pokemontcg.io/pop4/1.png', 'large': 'https://images.pokemontcg.io/pop4/1_hires.png'}",['Metal'],[358]
Charizard,pl4-1,140.0,1,"{'small': 'https://images.pokemontcg.io/pl4/1.png', 'large': 'https://images.pokemontcg.io/pl4/1_hires.png'}",['Fire'],[6]
Exploud,ex9-3,120.0,3,"{'small': 'https://images.pokemontcg.io/ex9/3.png', 'large': 'https://images.pokemontcg.io/ex9/3_hires.png'}",['Colorless'],[295]
Pachirisu,pop6-4,70.0,4,"{'small': 'https://images.pokemontcg.io/pop6/4.png', 'large': 'https://images.pokemontcg.io/pop6/4_hires.png'}",['Lightning'],[417]
Team Aqua's Crawdaunt,ex4-2,80.0,2,"{'small': 'https://images.pokemontcg.io/ex4/2.png', 'large': 'https://images.pokemontcg.io/ex4/2_hires.png'}","['Water', 'Darkness']",[342]
Venomoth,xy4-2,90.0,2,"{'small': 'https://images.pokemontcg.io/xy4/2.png', 'large': 'https://images.pokemontcg.io/xy4/2_hires.png'}",['Grass'],[49]
Delcatty,pl1-4,90.0,4,"{'small': 'https://images.pokemontcg.io/pl1/4.png', 'large': 'https://images.pokemontcg.io/pl1/4_hires.png'}",['Colorless'],[301]
Kakuna,swsh35-3,80.0,3,"{'small': 'https://images.pokemontcg.io/swsh35/3.png', 'large': 'https://images.pokemontcg.io/swsh35/3_hires.png'}",['Grass'],[14]
Dark Arbok,base5-2,60.0,2,"{'small': 'https://images.pokemontcg.io/base5/2.png', 'large': 'https://images.pokemontcg.io/base5/2_hires.png'}",['Grass'],[24]
Lugia,pop5-2,80.0,2,"{'small': 'https://images.pokemontcg.io/pop5/2.png', 'large': 'https://images.pokemontcg.io/pop5/2_hires.png'}",['Psychic'],[249]
Cresselia,dp4-2,80.0,2,"{'small': 'https://images.pokemontcg.io/dp4/2.png', 'large': 'https://images.pokemontcg.io/dp4/2_hires.png'}",['Psychic'],[488]
Flareon,pop3-2,70.0,2,"{'small': 'https://images.pokemontcg.io/pop3/2.png', 'large': 'https://images.pokemontcg.io/pop3/2_hires.png'}",['Fire'],[136]
Manaphy,pop9-2,70.0,2,"{'small': 'https://images.pokemontcg.io/pop9/2.png', 'large': 'https://images.pokemontcg.io/pop9/2_hires.png'}",['Water'],[490]
Yanma,sm5-2,70.0,2,"{'small': 'https://images.pokemontcg.io/sm5/2.png', 'large': 'https://images.pokemontcg.io/sm5/2_hires.png'}",['Grass'],[193]
Venusaur,bw5-3,140.0,3,"{'small': 'https://images.pokemontcg.io/bw5/3.png', 'large': 'https://images.pokemontcg.io/bw5/3_hires.png'}",['Grass'],[3]
Gengar,ex12-5,100.0,5,"{'small': 'https://images.pokemontcg.io/ex12/5.png', 'large': 'https://images.pokemontcg.io/ex12/5_hires.png'}",['Psychic'],[94]
Heatran,pl4-3,100.0,3,"{'small': 'https://images.pokemontcg.io/pl4/3.png', 'large': 'https://images.pokemontcg.io/pl4/3_hires.png'}",['Fire'],[485]
Cradily,bw10-4,120.0,4,"{'small': 'https://images.pokemontcg.io/bw10/4.png', 'large': 'https://images.pokemontcg.io/bw10/4_hires.png'}",['Grass'],[346]
Flygon,pop4-3,120.0,3,"{'small': 'https://images.pokemontcg.io/pop4/3.png', 'large': 'https://images.pokemontcg.io/pop4/3_hires.png'}",['Fighting'],[330]
Gardevoir,ex9-4,100.0,4,"{'small': 'https://images.pokemontcg.io/ex9/4.png', 'large': 'https://images.pokemontcg.io/ex9/4_hires.png'}",['Psychic'],[282]
Darkrai,dp4-3,70.0,3,"{'small': 'https://images.pokemontcg.io/dp4/3.png', 'large': 'https://images.pokemontcg.io/dp4/3_hires.png'}",['Darkness'],[491]
Bellossom,ecard2-H5,90.0,H5,"{'small': 'https://images.pokemontcg.io/ecard2/H5.png', 'large': 'https://images.pokemontcg.io/ecard2/H5_hires.png'}",['Grass'],[182]
Rayquaza,pop1-3,80.0,3,"{'small': 'https://images.pokemontcg.io/pop1/3.png', 'large': 'https://images.pokemontcg.io/pop1/3_hires.png'}",['Colorless'],[384]
Yanma,xy4-3,70.0,3,"{'small': 'https://images.pokemontcg.io/xy4/3.png', 'large': 'https://images.pokemontcg.io/xy4/3_hires.png'}",['Grass'],[193]
Shuckle,bw11-3,80.0,3,"{'small': 'https://images.pokemontcg.io/bw11/3.png', 'large': 'https://images.pokemontcg.io/bw11/3_hires.png'}",['Grass'],[213]
Latios,pop7-4,90.0,4,"{'small': 'https://images.pokemontcg.io/pop7/4.png', 'large': 'https://images.pokemontcg.io/pop7/4_hires.png'}",['Colorless'],[381]
Venusaur-EX,xy1-1,180.0,1,"{'small': 'https://images.pokemontcg.io/xy1/1.png', 'large': 'https://images.pokemontcg.io/xy1/1_hires.png'}",['Grass'],[3]
Ampharos,neo3-1,90.0,1,"{'small': 'https://images.pokemontcg.io/neo3/1.png', 'large': 'https://images.pokemontcg.io/neo3/1_hires.png'}",['Lightning'],[181]
Ivysaur,bw5-2,90.0,2,"{'small': 'https://images.pokemontcg.io/bw5/2.png', 'large': 'https://images.pokemontcg.io/bw5/2_hires.png'}",['Grass'],[2]
Weepinbell,sm2-2,80.0,2,"{'small': 'https://images.pokemontcg.io/sm2/2.png', 'large': 'https://images.pokemontcg.io/sm2/2_hires.png'}",['Grass'],[70]
Gloom,bw7-2,80.0,2,"{'small': 'https://images.pokemontcg.io/bw7/2.png', 'large': 'https://images.pokemontcg.io/bw7/2_hires.png'}",['Grass'],[44]
Dragonair,dv1-4,70.0,4,"{'small': 'https://images.pokemontcg.io/dv1/4.png', 'large': 'https://images.pokemontcg.io/dv1/4_hires.png'}",['Dragon'],[148]
Dusknoir,dp1-2,120.0,2,"{'small': 'https://images.pokemontcg.io/dp1/2.png', 'large': 'https://images.pokemontcg.io/dp1/2_hires.png'}",['Psychic'],[477]
Entei,dp3-4,80.0,4,"{'small': 'https://images.pokemontcg.io/dp3/4.png', 'large': 'https://images.pokemontcg.io/dp3/4_hires.png'}",['Fire'],[244]
Hoppip,xy11-3,40.0,3,"{'small': 'https://images.pokemontcg.io/xy11/3.png', 'large': 'https://images.pokemontcg.io/xy11/3_hires.png'}",['Grass'],[187]
Roselia,swsh1-2,70.0,2,"{'small': 'https://images.pokemontcg.io/swsh1/2.png', 'large': 'https://images.pokemontcg.io/swsh1/2_hires.png'}",['Grass'],[315]
Seedot,bw4-2,40.0,2,"{'small': 'https://images.pokemontcg.io/bw4/2.png', 'large': 'https://images.pokemontcg.io/bw4/2_hires.png'}",['Grass'],[273]
Kakuna,sm9-4,80.0,4,"{'small': 'https://images.pokemontcg.io/sm9/4.png', 'large': 'https://images.pokemontcg.io/sm9/4_hires.png'}",['Grass'],[14]
Ampharos,ex10-1,120.0,1,"{'small': 'https://images.pokemontcg.io/ex10/1.png', 'large': 'https://images.pokemontcg.io/ex10/1_hires.png'}",['Lightning'],[181]
Togepi,si1-4,40.0,4,"{'small': 'https://images.pokemontcg.io/si1/4.png', 'large': 'https://images.pokemontcg.io/si1/4_hires.png'}",['Colorless'],[175]
Electivire,dp1-3,100.0,3,"{'small': 'https://images.pokemontcg.io/dp1/3.png', 'large': 'https://images.pokemontcg.io/dp1/3_hires.png'}",['Lightning'],[466]
Gloom,sm12-3,80.0,3,"{'small': 'https://images.pokemontcg.io/sm12/3.png', 'large': 'https://images.pokemontcg.io/sm12/3_hires.png'}",['Grass'],[44]
Hitmontop,hgss1-5,60.0,5,"{'small': 'https://images.pokemontcg.io/hgss1/5.png', 'large': 'https://images.pokemontcg.io/hgss1/5_hires.png'}",['Fighting'],[237]
Golem,ex3-5,120.0,5,"{'small': 'https://images.pokemontcg.io/ex3/5.png', 'large': 'https://images.pokemontcg.io/ex3/5_hires.png'}",['Fighting'],[76]
Team Aqua's Kyogre,ex4-3,100.0,3,"{'small': 'https://images.pokemontcg.io/ex4/3.png', 'large': 'https://images.pokemontcg.io/ex4/3_hires.png'}","['Water', 'Darkness']",[382]
Dragonite,dv1-5,150.0,5,"{'small': 'https://images.pokemontcg.io/dv1/5.png', 'large': 'https://images.pokemontcg.io/dv1/5_hires.png'}",['Dragon'],[149]
Flygon,dp3-5,120.0,5,"{'small': 'https://images.pokemontcg.io/dp3/5.png', 'large': 'https://images.pokemontcg.io/dp3/5_hires.png'}",['Fighting'],[330]
Servine,bw1-3,80.0,3,"{'small': 'https://images.pokemontcg.io/bw1/3.png', 'large': 'https://images.pokemontcg.io/bw1/3_hires.png'}",['Grass'],[496]
Breloom,ex8-3,80.0,3,"{'small': 'https://images.pokemontcg.io/ex8/3.png', 'large': 'https://images.pokemontcg.io/ex8/3_hires.png'}",['Fighting'],[286]
Blissey,neo3-2,120.0,2,"{'small': 'https://images.pokemontcg.io/neo3/2.png', 'large': 'https://images.pokemontcg.io/neo3/2_hires.png'}",['Colorless'],[242]
Dark Donphan,neo4-3,60.0,3,"{'small': 'https://images.pokemontcg.io/neo4/3.png', 'large': 'https://images.pokemontcg.io/neo4/3_hires.png'}",['Fighting'],[232]
Vileplume,bw7-3,140.0,3,"{'small': 'https://images.pokemontcg.io/bw7/3.png', 'large': 'https://images.pokemontcg.io/bw7/3_hires.png'}",['Grass'],[45]
Piplup,dpp-DP03,60.0,DP03,"{'small': 'https://images.pokemontcg.io/dpp/DP03.png', 'large': 'https://images.pokemontcg.io/dpp/DP03_hires.png'}",['Water'],[393]
Paras,sm115-4,70.0,4,"{'small': 'https://images.pokemontcg.io/sm115/4.png', 'large': 'https://images.pokemontcg.io/sm115/4_hires.png'}",['Grass'],[46]
Seedot,xy2-5,50.0,5,"{'small': 'https://images.pokemontcg.io/xy2/5.png', 'large': 'https://images.pokemontcg.io/xy2/5_hires.png'}",['Grass'],[273]
Blastoise δ,ex14-2,110.0,2,"{'small': 'https://images.pokemontcg.io/ex14/2.png', 'large': 'https://images.pokemontcg.io/ex14/2_hires.png'}","['Fighting', 'Metal']",[9]
Charizard,det1-5,180.0,5,"{'small': 'https://images.pokemontcg.io/det1/5.png', 'large': 'https://images.pokemontcg.io/det1/5_hires.png'}",['Fire'],[6]
Dialga,pl1-6,100.0,6,"{'small': 'https://images.pokemontcg.io/pl1/6.png', 'large': 'https://images.pokemontcg.io/pl1/6_hires.png'}",['Metal'],[483]
Pachirisu,dpp-DP04,70.0,DP04,"{'small': 'https://images.pokemontcg.io/dpp/DP04.png', 'large': 'https://images.pokemontcg.io/dpp/DP04_hires.png'}",['Lightning'],[417]
Tangrowth,xy5-5,130.0,5,"{'small': 'https://images.pokemontcg.io/xy5/5.png', 'large': 'https://images.pokemontcg.io/xy5/5_hires.png'}",['Grass'],[465]
Nuzleaf,xy2-6,80.0,6,"{'small': 'https://images.pokemontcg.io/xy2/6.png', 'large': 'https://images.pokemontcg.io/xy2/6_hires.png'}",['Grass'],[274]
Camerupt,ex14-3,80.0,3,"{'small': 'https://images.pokemontcg.io/ex14/3.png', 'large': 'https://images.pokemontcg.io/ex14/3_hires.png'}",['Fire'],[323]
Dark Blastoise,base5-3,70.0,3,"{'small': 'https://images.pokemontcg.io/base5/3.png', 'large': 'https://images.pokemontcg.io/base5/3_hires.png'}",['Water'],[9]
Dark Espeon,neo4-4,60.0,4,"{'small': 'https://images.pokemontcg.io/neo4/4.png', 'large': 'https://images.pokemontcg.io/neo4/4_hires.png'}",['Psychic'],[196]
Nidoking,hgss4-6,140.0,6,"{'small': 'https://images.pokemontcg.io/hgss4/6.png', 'large': 'https://images.pokemontcg.io/hgss4/6_hires.png'}",['Fighting'],[34]
Torterra,bw8-3,150.0,3,"{'small': 'https://images.pokemontcg.io/bw8/3.png', 'large': 'https://images.pokemontcg.io/bw8/3_hires.png'}",['Grass'],[389]
Charizard,sm75-3,160.0,3,"{'small': 'https://images.pokemontcg.io/sm75/3.png', 'large': 'https://images.pokemontcg.io/sm75/3_hires.png'}",['Fire'],[6]
Jumpluff,xy11-5,90.0,5,"{'small': 'https://images.pokemontcg.io/xy11/5.png', 'large': 'https://images.pokemontcg.io/xy11/5_hires.png'}",['Grass'],[189]
Arcanine,det1-6,120.0,6,"{'small': 'https://images.pokemontcg.io/det1/6.png', 'large': 'https://images.pokemontcg.io/det1/6_hires.png'}",['Fire'],[59]
Kakuna,bw9-2,80.0,2,"{'small': 'https://images.pokemontcg.io/bw9/2.png', 'large': 'https://images.pokemontcg.io/bw9/2_hires.png'}",['Grass'],[14]
Minun,pop3-4,50.0,4,"{'small': 'https://images.pokemontcg.io/pop3/4.png', 'large': 'https://images.pokemontcg.io/pop3/4_hires.png'}",['Lightning'],[312]
Kricketune,bw4-4,90.0,4,"{'small': 'https://images.pokemontcg.io/bw4/4.png', 'large': 'https://images.pokemontcg.io/bw4/4_hires.png'}",['Grass'],[402]
Jumpluff,hgss1-6,90.0,6,"{'small': 'https://images.pokemontcg.io/hgss1/6.png', 'large': 'https://images.pokemontcg.io/hgss1/6_hires.png'}",['Grass'],[189]
Vileplume-GX,sm12-4,240.0,4,"{'small': 'https://images.pokemontcg.io/sm12/4.png', 'large': 'https://images.pokemontcg.io/sm12/4_hires.png'}",['Grass'],[45]
Treecko,xy5-6,60.0,6,"{'small': 'https://images.pokemontcg.io/xy5/6.png', 'large': 'https://images.pokemontcg.io/xy5/6_hires.png'}",['Grass'],[252]
Gastly,mcd19-7,50.0,7,"{'small': 'https://images.pokemontcg.io/mcd19/7.png', 'large': 'https://images.pokemontcg.io/mcd19/7_hires.png'}",['Psychic'],[92]
Giovanni's Gyarados,gym2-5,90.0,5,"{'small': 'https://images.pokemontcg.io/gym2/5.png', 'large': 'https://images.pokemontcg.io/gym2/5_hires.png'}",['Water'],[130]
Clefable,base4-5,70.0,5,"{'small': 'https://images.pokemontcg.io/base4/5.png', 'large': 'https://images.pokemontcg.io/base4/5_hires.png'}",['Colorless'],[36]
Kakuna,xy1-4,70.0,4,"{'small': 'https://images.pokemontcg.io/xy1/4.png', 'large': 'https://images.pokemontcg.io/xy1/4_hires.png'}",['Grass'],[14]
Hitmonlee,base3-7,60.0,7,"{'small': 'https://images.pokemontcg.io/base3/7.png', 'large': 'https://images.pokemontcg.io/base3/7_hires.png'}",['Fighting'],[106]
Plusle,pop3-5,50.0,5,"{'small': 'https://images.pokemontcg.io/pop3/5.png', 'large': 'https://images.pokemontcg.io/pop3/5_hires.png'}",['Lightning'],[311]
Dark Hypno,ex7-6,70.0,6,"{'small': 'https://images.pokemontcg.io/ex7/6.png', 'large': 'https://images.pokemontcg.io/ex7/6_hires.png'}","['Psychic', 'Darkness']",[97]
Dialga G,pl1-7,100.0,7,"{'small': 'https://images.pokemontcg.io/pl1/7.png', 'large': 'https://images.pokemontcg.io/pl1/7_hires.png'}",['Metal'],[483]
Entei,ecard2-H8,70.0,H8,"{'small': 'https://images.pokemontcg.io/ecard2/H8.png', 'large': 'https://images.pokemontcg.io/ecard2/H8_hires.png'}",['Fire'],[244]
Dragonite,basep-5,90.0,5,"{'small': 'https://images.pokemontcg.io/basep/5.png', 'large': 'https://images.pokemontcg.io/basep/5_hires.png'}",['Colorless'],[149]
Gardevoir,pl1-8,120.0,8,"{'small': 'https://images.pokemontcg.io/pl1/8.png', 'large': 'https://images.pokemontcg.io/pl1/8_hires.png'}",['Psychic'],[282]
Lapras,ex12-8,80.0,8,"{'small': 'https://images.pokemontcg.io/ex12/8.png', 'large': 'https://images.pokemontcg.io/ex12/8_hires.png'}",['Water'],[131]
Cottonee,swsh1-5,60.0,5,"{'small': 'https://images.pokemontcg.io/swsh1/5.png', 'large': 'https://images.pokemontcg.io/swsh1/5_hires.png'}",['Grass'],[546]
Yanmega,bw6-5,100.0,5,"{'small': 'https://images.pokemontcg.io/bw6/5.png', 'large': 'https://images.pokemontcg.io/bw6/5_hires.png'}",['Grass'],[469]
Beedrill,xy1-5,120.0,5,"{'small': 'https://images.pokemontcg.io/xy1/5.png', 'large': 'https://images.pokemontcg.io/xy1/5_hires.png'}",['Grass'],[15]
Mothim,pl4-6,90.0,6,"{'small': 'https://images.pokemontcg.io/pl4/6.png', 'large': 'https://images.pokemontcg.io/pl4/6_hires.png'}",['Grass'],[414]
Gastrodon East Sea,dp3-8,100.0,8,"{'small': 'https://images.pokemontcg.io/dp3/8.png', 'large': 'https://images.pokemontcg.io/dp3/8_hires.png'}",['Water'],[423]
Magikarp,det1-8,30.0,8,"{'small': 'https://images.pokemontcg.io/det1/8.png', 'large': 'https://images.pokemontcg.io/det1/8_hires.png'}",['Water'],[129]
Exeggcute,sm6-1,40.0,1,"{'small': 'https://images.pokemontcg.io/sm6/1.png', 'large': 'https://images.pokemontcg.io/sm6/1_hires.png'}",['Grass'],[102]
Charizard δ,ex14-4,120.0,4,"{'small': 'https://images.pokemontcg.io/ex14/4.png', 'large': 'https://images.pokemontcg.io/ex14/4_hires.png'}","['Lightning', 'Metal']",[6]
Parasect,xy8-2,100.0,2,"{'small': 'https://images.pokemontcg.io/xy8/2.png', 'large': 'https://images.pokemontcg.io/xy8/2_hires.png'}",['Grass'],[47]
Sceptile,xy5-8,130.0,8,"{'small': 'https://images.pokemontcg.io/xy5/8.png', 'large': 'https://images.pokemontcg.io/xy5/8_hires.png'}",['Grass'],[254]
Lapras,mcd19-5,120.0,5,"{'small': 'https://images.pokemontcg.io/mcd19/5.png', 'large': 'https://images.pokemontcg.io/mcd19/5_hires.png'}",['Water'],[131]
Tangrowth,sm8-2,140.0,2,"{'small': 'https://images.pokemontcg.io/sm8/2.png', 'large': 'https://images.pokemontcg.io/sm8/2_hires.png'}",['Grass'],[465]
Beedrill,swsh35-4,140.0,4,"{'small': 'https://images.pokemontcg.io/swsh35/4.png', 'large': 'https://images.pokemontcg.io/swsh35/4_hires.png'}",['Grass'],[15]
Raichu,pop9-3,90.0,3,"{'small': 'https://images.pokemontcg.io/pop9/3.png', 'large': 'https://images.pokemontcg.io/pop9/3_hires.png'}",['Lightning'],[26]
Celebi,neo3-3,50.0,3,"{'small': 'https://images.pokemontcg.io/neo3/3.png', 'large': 'https://images.pokemontcg.io/neo3/3_hires.png'}",['Psychic'],[251]
Haunter,base3-6,50.0,6,"{'small': 'https://images.pokemontcg.io/base3/6.png', 'large': 'https://images.pokemontcg.io/base3/6_hires.png'}",['Psychic'],[93]
Gardevoir δ,ex11-6,100.0,6,"{'small': 'https://images.pokemontcg.io/ex11/6.png', 'large': 'https://images.pokemontcg.io/ex11/6_hires.png'}","['Psychic', 'Metal']",[282]
Mewtwo,basep-3,70.0,3,"{'small': 'https://images.pokemontcg.io/basep/3.png', 'large': 'https://images.pokemontcg.io/basep/3_hires.png'}",['Psychic'],[150]
Pikachu,mcd19-6,60.0,6,"{'small': 'https://images.pokemontcg.io/mcd19/6.png', 'large': 'https://images.pokemontcg.io/mcd19/6_hires.png'}",['Lightning'],[25]
Roselia,sm5-4,70.0,4,"{'small': 'https://images.pokemontcg.io/sm5/4.png', 'large': 'https://images.pokemontcg.io/sm5/4_hires.png'}",['Grass'],[315]
Blissey,ecard2-H6,120.0,H6,"{'small': 'https://images.pokemontcg.io/ecard2/H6.png', 'large': 'https://images.pokemontcg.io/ecard2/H6_hires.png'}",['Colorless'],[242]
Starmie,ru1-5,80.0,5,"{'small': 'https://images.pokemontcg.io/ru1/5.png', 'large': 'https://images.pokemontcg.io/ru1/5_hires.png'}",['Water'],[121]
Metagross,hgss2-4,130.0,4,"{'small': 'https://images.pokemontcg.io/hgss2/4.png', 'large': 'https://images.pokemontcg.io/hgss2/4_hires.png'}",['Psychic'],[376]
Espeon,col1-4,90.0,4,"{'small': 'https://images.pokemontcg.io/col1/4.png', 'large': 'https://images.pokemontcg.io/col1/4_hires.png'}",['Psychic'],[196]
Scyther,bw5-4,80.0,4,"{'small': 'https://images.pokemontcg.io/bw5/4.png', 'large': 'https://images.pokemontcg.io/bw5/4_hires.png'}",['Grass'],[123]
Pinsir-GX,sm115-6,180.0,6,"{'small': 'https://images.pokemontcg.io/sm115/6.png', 'large': 'https://images.pokemontcg.io/sm115/6_hires.png'}",['Grass'],[127]
Spinarak,xy7-5,50.0,5,"{'small': 'https://images.pokemontcg.io/xy7/5.png', 'large': 'https://images.pokemontcg.io/xy7/5_hires.png'}",['Grass'],[167]
Yanma,xy11-6,70.0,6,"{'small': 'https://images.pokemontcg.io/xy11/6.png', 'large': 'https://images.pokemontcg.io/xy11/6_hires.png'}",['Grass'],[193]
Kabutops,ex12-7,110.0,7,"{'small': 'https://images.pokemontcg.io/ex12/7.png', 'large': 'https://images.pokemontcg.io/ex12/7_hires.png'}",['Fighting'],[141]
Luxray,pl4-5,120.0,5,"{'small': 'https://images.pokemontcg.io/pl4/5.png', 'large': 'https://images.pokemontcg.io/pl4/5_hires.png'}",['Lightning'],[405]
Yanmega,xy4-4,110.0,4,"{'small': 'https://images.pokemontcg.io/xy4/4.png', 'large': 'https://images.pokemontcg.io/xy4/4_hires.png'}",['Grass'],[469]
Ninetales,hgss1-7,90.0,7,"{'small': 'https://images.pokemontcg.io/hgss1/7.png', 'large': 'https://images.pokemontcg.io/hgss1/7_hires.png'}",['Fire'],[38]
Tangela,bw7-5,80.0,5,"{'small': 'https://images.pokemontcg.io/bw7/5.png', 'large': 'https://images.pokemontcg.io/bw7/5_hires.png'}",['Grass'],[114]
Raticate,si1-6,60.0,6,"{'small': 'https://images.pokemontcg.io/si1/6.png', 'large': 'https://images.pokemontcg.io/si1/6_hires.png'}",['Colorless'],[20]
Infernape,dp1-5,100.0,5,"{'small': 'https://images.pokemontcg.io/dp1/5.png', 'large': 'https://images.pokemontcg.io/dp1/5_hires.png'}",['Fire'],[392]
Petilil,sm2-4,50.0,4,"{'small': 'https://images.pokemontcg.io/sm2/4.png', 'large': 'https://images.pokemontcg.io/sm2/4_hires.png'}",['Grass'],[548]
